Source,Target,Weight
Brian O'Shaughnessy,Ken Gampu,0.4166478519417475
Brian O'Shaughnessy,Jamie Uys,0.4166478519417475
Brian O'Shaughnessy,Sandra Prinsloo,0.4166478519417475
Brian O'Shaughnessy,Marius Weyers,0.4166478519417475
Brian O'Shaughnessy,N!xau,0.4166478519417475
Ken Gampu,Jamie Uys,0.4166478519417475
Ken Gampu,Sandra Prinsloo,0.4166478519417475
Ken Gampu,Marius Weyers,0.4166478519417475
Ken Gampu,N!xau,0.4166478519417475
Ken Gampu,Herbert Lom,0.1338289962825279
Ken Gampu,Sharon Stone,0.1338289962825279
Ken Gampu,John Rhys-Davies,0.1338289962825279
Ken Gampu,Richard Chamberlain,0.1338289962825279
Ken Gampu,Shaike Ophir,0.1338289962825279
Jamie Uys,Sandra Prinsloo,0.4166478519417475
Jamie Uys,Marius Weyers,0.4166478519417475
Jamie Uys,N!xau,0.4166478519417475
Sandra Prinsloo,Marius Weyers,0.4166478519417475
Sandra Prinsloo,N!xau,0.4166478519417475
Marius Weyers,N!xau,0.4166478519417475
Marius Weyers,Jimi Mistry,0.8502340228174603
Marius Weyers,Jennifer Connelly,0.8502340228174603
Marius Weyers,Djimon Hounsou,0.8502340228174603
Marius Weyers,Michael Sheen,0.8502340228174603
Marius Weyers,Leonardo DiCaprio,0.8502340228174603
Marius Weyers,Arnold Vosloo,0.8502340228174603
Marius Weyers,David Harewood,0.8502340228174603
Marius Weyers,Stephen Collins,0.8502340228174603
Robert John Burke,Nancy Allen,0.07335640138408304
Robert John Burke,Rip Torn,0.07335640138408304
Robert John Burke,John Castle,0.07335640138408304
Robert John Burke,Jill Hennessy,0.07335640138408304
Robert John Burke,Mako,0.07335640138408304
Robert John Burke,CCH Pounder,0.07335640138408304
Robert John Burke,Stephen Root,0.07335640138408304
Robert John Burke,Robert Doqui,0.07335640138408304
Robert John Burke,Felton Perry,0.07335640138408304
Robert John Burke,Remy Ryan,0.07335640138408304
Robert John Burke,Daniel von Bargen,0.07335640138408304
Robert John Burke,Jodi Long,0.07335640138408304
Robert John Burke,John Posey,0.07335640138408304
Robert John Burke,Bradley Whitford,0.07335640138408304
Robert John Burke,Stanley Anderson,0.07335640138408304
Robert John Burke,Drew Barrymore,0.18351197887715398
Robert John Burke,Sam Rockwell,0.18351197887715398
Robert John Burke,Salma Hayek,0.1095808221797323
Robert John Burke,Maggie Gyllenhaal,0.18351197887715398
Robert John Burke,Jerry Weintraub,0.18351197887715398
Robert John Burke,George Clooney,0.18351197887715398
Robert John Burke,Julia Roberts,0.18351197887715398
Robert John Burke,Michael Ensign,0.18351197887715398
Robert John Burke,Rutger Hauer,0.18351197887715398
Robert John Burke,Matt Damon,0.18351197887715398
Robert John Burke,Brad Pitt,0.18351197887715398
Robert John Burke,David Julian Hirsh,0.18351197887715398
Robert John Burke,Michael Cera,0.18351197887715398
Robert John Burke,Krista Allen,0.18351197887715398
Robert John Burke,Sarah Smyth,0.18351197887715398
Robert John Burke,Val Kilmer,0.3910385121107266
Robert John Burke,Joanna Pacula,0.3910385121107266
Robert John Burke,Laurence Fishburne,0.1095808221797323
Robert John Burke,Kurt Russell,0.3910385121107266
Robert John Burke,Michael Rooker,0.3910385121107266
Robert John Burke,Jason Statham,0.17580037472766885
Robert John Burke,Bill Paxton,0.3910385121107266
Robert John Burke,Reggie Lee,0.17580037472766885
Robert John Burke,Powers Boothe,0.3910385121107266
Robert John Burke,Thomas Haden Church,0.3910385121107266
Robert John Burke,Igor Jijikine,0.17580037472766885
Robert John Burke,Sam Elliott,0.3910385121107266
Robert John Burke,Michael Biehn,0.3910385121107266
Robert John Burke,Billy Zane,0.3910385121107266
Robert John Burke,Dana Delany,0.3910385121107266
Robert John Burke,Charlton Heston,0.3910385121107266
Robert John Burke,John Corbett,0.3910385121107266
Robert John Burke,Stephen Lang,0.3910385121107266
Robert John Burke,Jon Tenney,0.3910385121107266
Robert John Burke,Jason Priestley,0.3910385121107266
Robert John Burke,Paula Malcomson,0.3910385121107266
Robert John Burke,Dana Wheeler-Nicholson,0.3910385121107266
Robert John Burke,Lisa Collins,0.3910385121107266
Robert John Burke,Jack Gwaltney,0.17580037472766885
Robert John Burke,James Hong,0.17580037472766885
Robert John Burke,Stephen Baldwin,0.1095808221797323
Robert John Burke,Will Patton,0.1095808221797323
Robert John Burke,Brittney Powell,0.1095808221797323
Robert John Burke,Danny Hoch,0.17580037472766885
Robert John Burke,Chris Sarandon,0.17580037472766885
Robert John Burke,Anson Mount,0.17580037472766885
Robert John Burke,James Colby,0.17580037472766885
Robert John Burke,Jessica Czop,0.17580037472766885
Nancy Allen,Rip Torn,0.07335640138408304
Nancy Allen,John Castle,0.07335640138408304
Nancy Allen,Jill Hennessy,0.07335640138408304
Nancy Allen,Mako,0.07335640138408304
Nancy Allen,CCH Pounder,0.07335640138408304
Nancy Allen,Stephen Root,0.07335640138408304
Nancy Allen,Robert Doqui,0.8931557388828708
Nancy Allen,Felton Perry,0.8931557388828708
Nancy Allen,Remy Ryan,0.07335640138408304
Nancy Allen,Daniel von Bargen,0.07335640138408304
Nancy Allen,Jodi Long,0.07335640138408304
Nancy Allen,John Posey,0.07335640138408304
Nancy Allen,Bradley Whitford,0.07335640138408304
Nancy Allen,Stanley Anderson,0.07335640138408304
Nancy Allen,Carrie Fisher,0.06782539233576643
Nancy Allen,Emilio Estevez,0.06782539233576643
Nancy Allen,Ronny Cox,0.47028768485915495
