Source,Target,Weight
Jill Clayburgh,Michael Murphy,0.36809815950920244
Jill Clayburgh,Cliff Gorman,0.36809815950920244
Jill Clayburgh,Patricia Quinn,0.36809815950920244
Jill Clayburgh,Kelly Bishop,0.36809815950920244
Jill Clayburgh,Alan Bates,0.36809815950920244
Jill Clayburgh,Lisa Lucas,0.36809815950920244
Jill Clayburgh,Linda Miller,0.36809815950920244
Jill Clayburgh,Daniel Seltzer,0.36809815950920244
Jill Clayburgh,Matthew Arkin,0.36809815950920244
Jill Clayburgh,Penelope Russianoff,0.36809815950920244
Jill Clayburgh,Novella Nelson,0.36809815950920244
Jill Clayburgh,Raymond J. Barry,0.36809815950920244
Jill Clayburgh,Ivan Karp,0.36809815950920244
Michael Murphy,Cliff Gorman,0.36809815950920244
Michael Murphy,Patricia Quinn,0.36809815950920244
Michael Murphy,Kelly Bishop,0.36809815950920244
Michael Murphy,Alan Bates,0.36809815950920244
Michael Murphy,Lisa Lucas,0.36809815950920244
Michael Murphy,Linda Miller,0.36809815950920244
Michael Murphy,Daniel Seltzer,0.36809815950920244
Michael Murphy,Matthew Arkin,0.36809815950920244
Michael Murphy,Penelope Russianoff,0.36809815950920244
Michael Murphy,Novella Nelson,0.36809815950920244
Michael Murphy,Raymond J. Barry,0.36809815950920244
Michael Murphy,Ivan Karp,0.36809815950920244
Michael Murphy,Philip Baker Hall,0.29082714885954386
Michael Murphy,William H. Macy,0.29082714885954386
Michael Murphy,Tom Cruise,0.29082714885954386
Michael Murphy,Jason Robards,0.29082714885954386
Michael Murphy,Philip Seymour Hoffman,0.29082714885954386
Michael Murphy,Alfred Molina,0.29082714885954386
Michael Murphy,Julianne Moore,0.29082714885954386
Michael Murphy,Melinda Dillon,0.29082714885954386
Michael Murphy,Luis Guzmán,0.29082714885954386
Michael Murphy,Melora Walters,0.29082714885954386
Michael Murphy,April Grace,0.29082714885954386
Michael Murphy,Orlando Jones,0.29082714885954386
Michael Murphy,John C. Reilly,0.29082714885954386
Michael Murphy,Jeremy Blackman,0.29082714885954386
Michael Murphy,Michael Bowen,0.29082714885954386
Michael Murphy,Felicity Huffman,0.29082714885954386
Michael Murphy,Henry Gibson,0.29082714885954386
Michael Murphy,Ricky Jay,0.29082714885954386
Cliff Gorman,Patricia Quinn,0.36809815950920244
Cliff Gorman,Kelly Bishop,0.36809815950920244
Cliff Gorman,Alan Bates,0.36809815950920244
Cliff Gorman,Lisa Lucas,0.36809815950920244
Cliff Gorman,Linda Miller,0.36809815950920244
Cliff Gorman,Daniel Seltzer,0.36809815950920244
Cliff Gorman,Matthew Arkin,0.36809815950920244
Cliff Gorman,Penelope Russianoff,0.36809815950920244
Cliff Gorman,Novella Nelson,0.36809815950920244
Cliff Gorman,Raymond J. Barry,0.36809815950920244
Cliff Gorman,Ivan Karp,0.36809815950920244
Cliff Gorman,Michael Tolan,0.5209872727272727
Cliff Gorman,Roy Scheider,0.5209872727272727
Cliff Gorman,Julie Hagerty,0.5209872727272727
Cliff Gorman,Jessica Lange,0.5209872727272727
Cliff Gorman,Leland Palmer,0.5209872727272727
Cliff Gorman,Ann Reinking,0.5209872727272727
Cliff Gorman,Gwen Verdon,0.5209872727272727
Cliff Gorman,Ben Vereen,0.5209872727272727
Cliff Gorman,John Lithgow,0.5209872727272727
Cliff Gorman,Max Wright,0.5209872727272727
Cliff Gorman,William LeMassena,0.5209872727272727
Cliff Gorman,Erzsebet Foldi,0.5209872727272727
Cliff Gorman,Sandahl Bergman,0.5209872727272727
Patricia Quinn,Kelly Bishop,0.36809815950920244
Patricia Quinn,Alan Bates,0.36809815950920244
